CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt
720990183,Attrited Customer,54,M,5,High School,Married,$60K - $80K,Blue,2,14539,0,965
720718908,Existing Customer,46,M,3,Uneducated,Single,$120K +,Blue,1,26977,1961,1958
721250358,Existing Customer,50,M,2,,Married,$40K - $60K,Blue,1,5426,1478,1266
779773533,Existing Customer,50,F,3,,Married,Less than $40K,Blue,1,7623,2517,1367
708249708,Existing Customer,48,F,1,Doctorate,Married,Less than $40K,Blue,3,4844,1576,1489
713967783,Existing Customer,62,F,0,,Married,,Blue,1,2683,1707,1582
779506158,Existing Customer,39,F,1,College,Married,Less than $40K,Blue,1,3214,2257,2516
759823158,Existing Customer,46,M,1,,Married,$60K - $80K,Blue,3,5374,2324,1557
716608608,Attrited Customer,41,M,2,Uneducated,Married,$80K - $120K,Blue,3,8004,1452,1084
789528183,Existing Customer,39,F,2,Graduate,Married,,Blue,2,1438.3,997,2583
708895158,Existing Customer,46,M,2,,Married,$80K - $120K,Blue,3,2925,2365,1371
824805858,Existing Customer,39,F,2,Uneducated,Single,Less than $40K,Blue,3,9235,1479,1537
720840108,Existing Customer,44,M,0,Uneducated,Married,Less than $40K,Blue,3,8837,2103,3753
787595658,Existing Customer,57,F,3,,Single,Less than $40K,Blue,1,8801,1421,1104
720244983,Existing Customer,40,M,3,,Single,$40K - $60K,Blue,1,3563,1707,1482
713220258,Existing Customer,65,F,0,High School,Married,,Blue,3,8138,2104,1299
813469458,Existing Customer,26,F,1,Graduate,Single,$40K - $60K,Blue,3,1438.3,673,2167
788939358,Existing Customer,47,M,2,High School,,$60K - $80K,Blue,2,2458,1399,1563
718870158,Existing Customer,47,M,4,High School,Married,$60K - $80K,Blue,2,4592,1635,1772
788673708,Attrited Customer,57,F,2,High School,Married,$40K - $60K,Blue,1,1438.3,0,1254
711809283,Existing Customer,31,M,1,,Married,Less than $40K,Blue,3,1868,1515,2229
816513108,Existing Customer,54,M,4,Graduate,Married,$60K - $80K,Blue,1,5269,1099,2195
718594608,Existing Customer,43,F,2,Post-Graduate,Married,,Blue,3,20156,1759,1362
823606983,Existing Customer,39,M,2,College,Married,$60K - $80K,Blue,3,7410,2517,2398
717028158,Existing Customer,53,M,3,Graduate,Married,$120K +,Blue,2,12163,2082,2649
788485908,Existing Customer,44,M,3,,Married,$60K - $80K,Blue,2,6224,0,1463
714472608,Existing Customer,59,M,0,College,Married,Less than $40K,Blue,3,4250,1095,1174
710793783,Existing Customer,53,F,3,Graduate,Married,,Blue,3,12059,1978,1836
794340033,Existing Customer,34,F,3,Uneducated,Married,$40K - $60K,Blue,1,2799,1762,1817
716462658,Existing Customer,47,M,4,Doctorate,Single,$80K - $120K,Blue,1,18037,0,1387
718050033,Existing Customer,54,M,2,College,Married,$120K +,Blue,2,5657,1719,2028
714023808,Existing Customer,42,F,2,Graduate,Married,,Blue,1,13770,2517,1582
716341833,Existing Customer,53,F,3,College,Married,Less than $40K,Blue,2,4646,1730,1774
719648358,Existing Customer,50,M,2,Graduate,Single,$80K - $120K,Blue,3,2514,1521,1636
816600933,Attrited Customer,56,M,0,College,Married,$80K - $120K,Blue,2,14501,0,1031
714208533,Attrited Customer,43,M,3,High School,Married,$60K - $80K,Blue,3,8663,288,916
713095533,Existing Customer,44,F,4,High School,Divorced,Less than $40K,Blue,3,2333,1485,1198
809967783,Existing Customer,34,F,4,Graduate,Divorced,$40K - $60K,Blue,5,3038,1539,2189
715848408,Existing Customer,61,M,1,Graduate,,$80K - $120K,Blue,6,8851,0,1257
714414483,Existing Customer,54,F,0,,Married,Less than $40K,Blue,3,2945,2206,1503
708655983,Existing Customer,49,F,3,High School,Divorced,,Blue,3,5267,0,1353
720426708,Attrited Customer,56,M,3,High School,Single,$60K - $80K,Blue,1,8512,0,811
713743158,Existing Customer,47,M,1,Graduate,Married,$60K - $80K,Blue,3,19063,1714,1270
721279083,Existing Customer,53,M,4,Graduate,Single,$80K - $120K,Blue,3,5376,1177,1840
779149683,Existing Customer,30,F,0,Graduate,Divorced,,Blue,1,7772,1890,2585
714970458,Existing Customer,39,F,2,High School,Married,$40K - $60K,Blue,1,9173,2047,1807
719070108,Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Silver,1,34516,1726,1729
715490733,Existing Customer,54,F,3,Uneducated,Single,,Blue,1,11975,1542,1211
714989583,Existing Customer,46,M,2,Graduate,Married,$60K - $80K,Blue,2,15405,1691,1763
820355433,Existing Customer,43,M,3,,Single,$40K - $60K,Blue,1,2615,0,1395
715901508,Existing Customer,35,M,1,High School,Married,$80K - $120K,Blue,1,23991,2307,1843
710370483,Existing Customer,39,F,4,College,Married,Less than $40K,Blue,3,1888,1292,1517
778573233,Existing Customer,61,F,1,Graduate,Married,Less than $40K,Blue,2,3102,2091,1977
708833133,Existing Customer,40,F,3,Graduate,Divorced,Less than $40K,Blue,2,3170,2517,2027
719885883,Existing Customer,53,M,3,College,Single,$120K +,Blue,2,34516,1901,1497
712523283,Existing Customer,55,M,2,,Married,$120K +,Blue,3,14938,0,1134
711309033,Existing Customer,41,M,2,,Single,$60K - $80K,Blue,2,17298,2310,3663
708134283,Existing Customer,35,M,2,Uneducated,Married,Less than $40K,Blue,3,3131,629,1483
720147633,Existing Customer,61,M,1,,Single,$40K - $60K,Blue,2,11915,1631,1956
708983658,Attrited Customer,51,M,2,Uneducated,Single,$120K +,Blue,3,16868,0,940
766285608,Existing Customer,42,M,3,High School,Single,$40K - $60K,Blue,3,3266,1900,2183
779715108,Existing Customer,46,M,2,,Divorced,$80K - $120K,Blue,3,2770,1286,2920
798035358,Existing Customer,46,F,4,High School,Single,Less than $40K,Blue,2,3556,2172,1221
719391783,Existing Customer,46,M,4,Uneducated,Married,$40K - $60K,Blue,2,9149,1566,1790
809342208,Existing Customer,26,M,0,Graduate,Single,,Blue,1,1438.3,0,2005
780713058,Existing Customer,46,M,3,High School,Married,$60K - $80K,Blue,3,14701,1635,3490
779338683,Existing Customer,62,M,1,Graduate,Married,$60K - $80K,Blue,2,14825,962,1904
783387783,Existing Customer,55,M,2,Uneducated,Divorced,$60K - $80K,Blue,5,10127,1873,1647
787800108,Existing Customer,55,M,2,College,Married,$80K - $120K,Blue,1,2929,2431,1903
721397808,Existing Customer,32,M,0,High School,Married,$40K - $60K,Blue,2,3735,1176,1564
778698408,Existing Customer,37,F,4,Uneducated,Married,Less than $40K,Blue,1,2930,2024,1686
709545333,Existing Customer,33,F,4,High School,Single,,Blue,2,12716,1496,2412
716032233,Existing Customer,42,M,2,College,Married,$80K - $120K,Blue,2,22120,1805,3981
717835908,Existing Customer,33,M,2,Post-Graduate,Married,$80K - $120K,Blue,3,1438.3,681,2730
719466558,Existing Customer,60,F,0,High School,Single,,Blue,2,4546,0,1361
778663458,Attrited Customer,65,M,1,High School,Married,Less than $40K,Blue,2,1759,0,821
716024808,Attrited Customer,57,M,1,Graduate,Married,$80K - $120K,Blue,3,4829,2418,938
713008308,Existing Customer,59,F,0,,Married,Less than $40K,Blue,3,7692,1678,1861
794831733,Existing Customer,45,F,5,Graduate,Married,Less than $40K,Blue,3,2156,1208,1345
713854608,Existing Customer,62,M,1,Uneducated,Married,$60K - $80K,Blue,3,9521,1669,2444
715993608,Existing Customer,51,M,2,College,Single,$120K +,Blue,3,26714,2517,1686
789368658,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,2,2092,1387,1468
802817358,Existing Customer,38,F,3,High School,Married,,Blue,2,11594,2072,2320
708098133,Existing Customer,32,F,0,Graduate,Married,Less than $40K,Blue,1,2834,1418,1598
801499908,Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,3,4724,2056,1232
824770683,Existing Customer,51,F,0,,Divorced,Less than $40K,Blue,4,3049,1151,4027
718310733,Existing Customer,50,M,2,,Divorced,$80K - $120K,Blue,3,20614,0,1922
708162558,Existing Customer,64,F,0,Uneducated,Married,,Blue,1,3250,1992,1355
721129383,Existing Customer,53,F,1,Doctorate,Married,Less than $40K,Blue,1,3128,2517,2361
721249158,Attrited Customer,42,M,2,Uneducated,Single,$60K - $80K,Blue,2,6414,0,708
721049658,Existing Customer,53,M,3,Graduate,Single,$80K - $120K,Blue,3,2506,0,1687
806392908,Existing Customer,52,F,4,High School,Single,,Blue,2,7469,2338,1212
714886533,Existing Customer,60,F,2,High School,Married,Less than $40K,Blue,3,3460,2517,1752
772375533,Existing Customer,30,M,1,Graduate,Married,$80K - $120K,Blue,3,9959,2377,1560
826775058,Existing Customer,43,F,3,Uneducated,Married,Less than $40K,Blue,1,4175,2517,1520
711878733,Existing Customer,60,M,1,Uneducated,Married,$60K - $80K,Blue,1,10264,2073,1685
714550383,Existing Customer,46,M,2,High School,Single,$40K - $60K,Blue,3,4129,0,1678
712636308,Existing Customer,65,F,2,High School,Married,$40K - $60K,Blue,2,2658,1514,1627
772139433,Existing Customer,44,F,2,College,Single,$40K - $60K,Blue,2,4589,1240,1637
709058808,Existing Customer,56,F,2,College,Married,Less than $40K,Blue,1,2781,1035,1707
813240408,Existing Customer,45,F,4,High School,Married,,Blue,3,24880,836,1208
767753958,Existing Customer,37,M,3,Graduate,,$40K - $60K,Blue,1,8504,1956,1881
710111733,Existing Customer,48,M,2,High School,Married,$80K - $120K,Blue,1,8091,1996,1360
761544333,Existing Customer,37,F,4,College,Married,$40K - $60K,Blue,4,3417,2517,1641
788814783,Existing Customer,39,M,1,Uneducated,Single,$60K - $80K,Blue,3,9204,845,1820
715034358,Existing Customer,41,M,2,Graduate,Married,$120K +,Blue,2,14302,2097,1505
709624533,Existing Customer,55,F,2,High School,Married,Less than $40K,Blue,2,3187,2517,1627
709942383,Existing Customer,34,M,1,Graduate,Married,$80K - $120K,Blue,3,6313,782,1703
803957508,Existing Customer,52,M,2,,Single,$80K - $120K,Blue,1,15904,1024,1433
713378133,Existing Customer,54,F,0,Post-Graduate,Single,Less than $40K,Silver,2,11696,2288,2445
709217358,Existing Customer,40,M,3,Post-Graduate,Married,$80K - $120K,Blue,3,20371,1832,1665
720998358,Existing Customer,52,M,0,High School,Married,$120K +,Silver,3,34516,1043,1489
721051908,Existing Customer,45,M,3,Graduate,Single,$60K - $80K,Blue,1,7552,0,1393
715232058,Existing Customer,61,M,0,Post-Graduate,Married,$40K - $60K,Blue,1,5561,1434,1820
806250783,Existing Customer,57,F,2,High School,Married,Less than $40K,Blue,3,1441,0,2742
817245183,Existing Customer,51,M,2,,,$120K +,Blue,2,19715,1014,1979
713670333,Existing Customer,60,M,1,,Single,Less than $40K,Blue,3,2486,1464,1378
826477083,Existing Customer,48,F,2,College,Married,Less than $40K,Blue,1,4570,2439,1520
788728608,Existing Customer,34,M,0,High School,Married,$40K - $60K,Blue,3,3870,1394,1588
717190533,Existing Customer,49,M,4,High School,Married,$60K - $80K,Blue,3,12938,661,1282
716580033,Existing Customer,53,M,3,High School,Married,$120K +,Blue,1,21178,1796,1872
711644508,Existing Customer,34,M,2,Uneducated,Single,$80K - $120K,Blue,2,12182,1136,2295
714334383,Existing Customer,54,M,2,Graduate,Married,$60K - $80K,Blue,2,3583,0,1065
720611058,Existing Customer,40,M,3,Graduate,Single,$120K +,Blue,2,17018,0,1550
712420833,Existing Customer,49,F,5,College,Single,,Blue,3,16031,2245,1527
713845083,Attrited Customer,41,F,4,High School,Single,Less than $40K,Blue,2,4203,2517,1489
713756508,Existing Customer,46,M,3,Graduate,Divorced,Less than $40K,Blue,1,4213,997,1264
735565158,Existing Customer,46,M,4,Graduate,Married,$60K - $80K,Blue,2,21548,1180,1582
714131058,Existing Customer,30,M,0,Graduate,,$60K - $80K,Blue,5,18513,2517,1567
717180633,Existing Customer,59,M,1,Post-Graduate,Married,$40K - $60K,Blue,2,2483,1372,1704
717295683,Existing Customer,50,M,0,Doctorate,Single,$80K - $120K,Blue,2,3460,1881,1546
713128833,Existing Customer,49,M,2,,,$60K - $80K,Blue,3,6511,1790,1478
813499458,Attrited Customer,45,M,5,High School,,$60K - $80K,Blue,3,1438.3,0,2132
710070183,Existing Customer,53,F,1,High School,Single,Less than $40K,Blue,2,2615,1772,1419
789605658,Existing Customer,42,F,1,Doctorate,Married,$40K - $60K,Blue,3,2985,2355,1065
710045058,Existing Customer,46,M,5,High School,Married,$40K - $60K,Silver,1,18797,2158,1364
710164683,Existing Customer,33,M,1,Graduate,Married,$60K - $80K,Blue,1,2859,2517,2247
710802258,Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,3,2888,2245,1111
721036233,Existing Customer,61,M,0,High School,Married,$60K - $80K,Blue,3,9172,1567,1836
710036508,Existing Customer,42,M,5,Uneducated,Married,$40K - $60K,Blue,3,14281,1519,1164
717776808,Existing Customer,47,F,4,Graduate,Single,Less than $40K,Blue,2,7353,1450,2005
714906033,Existing Customer,47,F,2,Graduate,Single,Less than $40K,Blue,2,5145,0,1588
714273708,Existing Customer,53,F,4,Graduate,Married,$40K - $60K,Blue,2,4753,2472,2242
721117533,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,3,2171,1418,1415
715374558,Existing Customer,26,M,0,College,Divorced,Less than $40K,Blue,2,4150,456,2483
824807658,Existing Customer,45,M,3,Graduate,Married,$60K - $80K,Blue,3,9106,2477,1239
714940608,Existing Customer,36,M,2,High School,Divorced,$40K - $60K,Blue,3,2686,1733,2057
824782008,Existing Customer,42,M,3,High School,,$60K - $80K,Blue,1,10239,510,1228
717561108,Existing Customer,52,M,1,Graduate,Married,$80K - $120K,Blue,3,34516,549,1629
717127083,Existing Customer,37,M,3,Graduate,Married,$120K +,Blue,3,15017,1733,2076
772460508,Existing Customer,53,M,1,Uneducated,Married,$40K - $60K,Blue,1,4426,1530,1231
720484908,Existing Customer,65,F,1,Post-Graduate,Married,$40K - $60K,Blue,3,2155,0,1655
771237933,Existing Customer,47,M,1,Uneducated,,$80K - $120K,Blue,1,20620,1085,1477
794664183,Existing Customer,38,M,0,Uneducated,Married,$60K - $80K,Blue,1,3238,2146,1501
797488158,Existing Customer,52,M,2,High School,Married,$60K - $80K,Blue,3,14316,1081,1313
708543258,Existing Customer,36,M,3,High School,Married,$80K - $120K,Blue,3,2607,1880,2045
778706508,Existing Customer,43,M,4,College,Married,$60K - $80K,Blue,5,6231,0,1448
712240083,Attrited Customer,38,F,3,,Single,Less than $40K,Blue,2,3730,2517,858
713650683,Existing Customer,65,F,0,Graduate,Married,Less than $40K,Blue,1,3094,2266,1591
772532208,Attrited Customer,51,F,2,Doctorate,Married,Less than $40K,Blue,2,6630,916,842
778929783,Attrited Customer,40,M,3,Graduate,Divorced,$80K - $120K,Blue,2,1925,0,781
714244383,Existing Customer,39,M,3,College,,$80K - $120K,Blue,2,33406,1692,1529
718797558,Existing Customer,39,F,1,Graduate,Married,,Blue,2,2917,1357,2422
712821333,Existing Customer,60,M,0,Uneducated,Married,$60K - $80K,Blue,3,9452,2517,1825
721120008,Existing Customer,43,F,2,Uneducated,Single,$40K - $60K,Blue,3,2162,1377,1555
709633533,Existing Customer,31,M,2,Uneducated,Married,Less than $40K,Blue,2,1438.3,0,2789
710789058,Existing Customer,55,M,1,Graduate,Single,$120K +,Blue,2,34516,1478,1308
716174433,Existing Customer,65,F,1,College,Married,Less than $40K,Blue,3,2888,1134,2489
789886533,Existing Customer,54,F,1,High School,Married,Less than $40K,Blue,3,3947,1746,1110
715210308,Existing Customer,40,F,1,High School,Married,,Blue,3,15970,1212,1260
721038408,Existing Customer,38,F,2,High School,Married,Less than $40K,Blue,1,1830,0,1741
713325108,Existing Customer,36,M,2,Post-Graduate,Married,$60K - $80K,Blue,3,7712,2517,1845
720352533,Existing Customer,43,M,3,High School,,$60K - $80K,Blue,3,20811,1425,1483
708431433,Existing Customer,41,M,3,Graduate,Married,$120K +,Blue,3,11789,1420,1463
716996583,Existing Customer,50,M,3,High School,Divorced,$120K +,Blue,1,3073,1792,1734
718699683,Existing Customer,48,M,3,College,Married,$80K - $120K,Silver,2,34516,0,1733
771359958,Existing Customer,39,M,4,,Single,$120K +,Silver,2,34516,2517,1689
716604633,Existing Customer,55,F,2,Post-Graduate,Married,$40K - $60K,Blue,2,6725,2025,1865
813952233,Existing Customer,44,M,3,Graduate,,Less than $40K,Blue,2,2978,2134,1413
713053383,Attrited Customer,42,M,3,Graduate,Married,$80K - $120K,Blue,1,34516,781,853
709979583,Existing Customer,54,M,3,Graduate,Married,$120K +,Blue,1,34516,854,1999
709380333,Existing Customer,57,M,1,Uneducated,Married,$120K +,Blue,2,24545,1735,1671
778574283,Existing Customer,53,F,1,Uneducated,Married,$40K - $60K,Blue,2,1438.3,0,2118
789875883,Existing Customer,41,F,4,Uneducated,Single,Less than $40K,Blue,1,2490,627,1391
714661233,Existing Customer,39,M,1,Graduate,Single,$120K +,Blue,2,10074,2517,1729
813915933,Existing Customer,45,M,2,Graduate,Divorced,$40K - $60K,Blue,3,2259,954,1393
708358683,Existing Customer,46,M,2,Graduate,Married,$80K - $120K,Silver,3,34516,1236,1665
824761458,Existing Customer,54,M,2,High School,Married,$80K - $120K,Blue,2,9519,1936,2489
715362183,Existing Customer,40,F,4,Graduate,Married,,Blue,1,3706,1043,1688
721194858,Existing Customer,48,M,4,Graduate,,$80K - $120K,Blue,2,4438,2472,1725
803595858,Attrited Customer,56,F,3,High School,Married,$40K - $60K,Blue,2,1438.3,0,594
716198358,Existing Customer,33,F,4,Post-Graduate,Married,$40K - $60K,Blue,2,2372,1887,1852
714173808,Existing Customer,44,F,4,Graduate,Single,Less than $40K,Blue,1,4214,1249,1389
709465758,Existing Customer,62,F,1,Post-Graduate,Married,Less than $40K,Blue,1,1438.3,0,902
714081558,Existing Customer,33,F,0,Graduate,Married,,Blue,2,2613,1599,1387
717364458,Existing Customer,36,F,3,High School,Married,Less than $40K,Blue,1,4331,1445,2053
778755858,Existing Customer,46,M,3,Graduate,,$80K - $120K,Blue,1,3665,1725,1881
710754933,Attrited Customer,61,F,0,Graduate,Married,Less than $40K,Blue,2,1438.3,0,840
720007383,Attrited Customer,41,F,2,,Single,,Blue,1,4411,2517,803
810220833,Existing Customer,42,M,4,Graduate,,$40K - $60K,Silver,6,15871,2086,1562
718362783,Attrited Customer,35,M,2,Graduate,Married,$80K - $120K,Blue,2,12643,0,787
708267858,Existing Customer,65,F,0,High School,Married,$40K - $60K,Blue,2,6088,2145,2098
708856983,Attrited Customer,36,M,3,Post-Graduate,Married,$120K +,Blue,1,13873,0,694
715588908,Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,2,6158,0,3132
772674933,Existing Customer,51,M,1,Uneducated,Married,$80K - $120K,Blue,3,5638,808,2036
720148983,Existing Customer,54,F,1,Uneducated,Married,Less than $40K,Blue,2,2178,1144,1724
720650208,Existing Customer,40,F,3,College,,$40K - $60K,Blue,3,12588,2005,1561
769732233,Existing Customer,40,M,5,Graduate,Married,$80K - $120K,Blue,2,11942,1651,1085
713030958,Existing Customer,57,F,2,College,Married,Less than $40K,Blue,3,3914,0,1964
711320508,Existing Customer,57,M,4,Graduate,Married,$80K - $120K,Blue,2,3038,1410,1762
795795408,Existing Customer,53,M,2,Uneducated,Married,$40K - $60K,Blue,1,5579,1423,1514
717904383,Existing Customer,40,M,2,Graduate,Married,$80K - $120K,Blue,1,18693,2052,1516
714115533,Existing Customer,28,M,0,Graduate,Married,Less than $40K,Blue,1,2943,1789,2591
712475733,Existing Customer,38,F,3,High School,Married,Less than $40K,Blue,2,2435,1888,1847
718996758,Existing Customer,37,F,2,Graduate,Married,Less than $40K,Blue,2,2077,1392,1629
713049933,Existing Customer,65,F,1,High School,Married,,Blue,2,5756,0,2144
709961958,Attrited Customer,58,F,4,High School,Divorced,,Blue,1,21065,2517,1060
718301508,Existing Customer,41,M,2,High School,Married,$60K - $80K,Blue,3,9428,1765,1457
714831033,Existing Customer,54,M,5,Graduate,Married,$80K - $120K,Blue,1,6065,1728,1114
710653158,Existing Customer,39,F,4,Graduate,Married,,Blue,1,5024,1613,1925
721265883,Existing Customer,26,M,1,Graduate,Single,Less than $40K,Blue,3,2174,1514,2510
715049583,Existing Customer,60,M,1,,Married,$60K - $80K,Blue,3,3398,2341,1169
